concept_name,table_name,field_name,concept_with_context
"Positive (Myeloid blast immunophenotype: CD13, CD33, dim CD64, CD117, CD123 (+) Monocytic/monoblastic immunophenotype: bright CD11b, CD13, bright CD14, CD33, bright CD64, HLA-DR (+))",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (Myeloid blast immunophenotype: CD13, CD33, dim CD64, CD117, CD123 (+) Monocytic/monoblastic immunophenotype: bright CD11b, CD13, bright CD14, CD33, bright CD64, HLA-DR (+))"
"partial CD13, CD33, dim/partial CD56, CD58, dim CD117, CD123 and MPO",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_partial CD13, CD33, dim/partial CD56, CD58, dim CD117, CD123 and MPO"
"MONOBLASTS, 61%. These are dim45positive and also express CD13, CD33, CD11b, CD14, CD64 but lack CD16, CD34, CD117, HLADR (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_MONOBLASTS, 61%. These are dim45positive and also express CD13, CD33, CD11b, CD14, CD64 but lack CD16, CD34, CD117, HLADR (Bone Marrow Immunophenotyping)"
MLL-PTD is not detected. FLT3-ITD not detected. FLT3-TKD mutation not detected. Pathogenic alterations are detected in the DNMT3A and IDH1 genes. Genomic alteration of uncertain significance is detected in the DNMT3A gene. (Bone Marrow Immunophenotyping),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_MLL-PTD is not detected. FLT3-ITD not detected. FLT3-TKD mutation not detected. Pathogenic alterations are detected in the DNMT3A and IDH1 genes. Genomic alteration of uncertain significance is detected in the DNMT3A gene. (Bone Marrow Immunophenotyping)
"POSITIVE FOR CD34, CD117, HLADR, CD33 AND CD13. (Bone Marrow Immunophenotype)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_POSITIVE FOR CD34, CD117, HLADR, CD33 AND CD13. (Bone Marrow Immunophenotype)"
"Increased atypical CD117pos, partial CD34+, partial HLA-DR pos myeloblasts (CD7+), representing about 55% of leukocytes, consistent with AML.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Increased atypical CD117pos, partial CD34+, partial HLA-DR pos myeloblasts (CD7+), representing about 55% of leukocytes, consistent with AML."
"Positive for CD34, HLADR, MPO, CD14 and CD33. Negative for CD117, CD11b, cd13 and CD64. (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive for CD34, HLADR, MPO, CD14 and CD33. Negative for CD117, CD11b, cd13 and CD64. (Bone Marrow Immunophenotyping)"
The findings reveal a small population of CD34(+) myeloblasts demonstrating immunophenotypic variation of unclear significance,labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_The findings reveal a small population of CD34(+) myeloblasts demonstrating immunophenotypic variation of unclear significance
"CD4(+), CD7(-), CD11b(-), CD13(+), CD14(-), CD15(-), CD16(-), CD33(bright +), CD34(+), CD36(-/small subset +), CD38(partial +), CD45(+),CD56(-), CD64(partial dim +), CD117(+), HLA-DR(partial +), MPO(-), and TdT(-)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD4(+), CD7(-), CD11b(-), CD13(+), CD14(-), CD15(-), CD16(-), CD33(bright +), CD34(+), CD36(-/small subset +), CD38(partial +), CD45(+),CD56(-), CD64(partial dim +), CD117(+), HLA-DR(partial +), MPO(-), and TdT(-)"
"normocytic, normochromic, mild anisopoikilocytosis, no sig. polychromasia. Leukocyte number-decreased,leukocyte morph-within normal limits.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_normocytic, normochromic, mild anisopoikilocytosis, no sig. polychromasia. Leukocyte number-decreased,leukocyte morph-within normal limits."
"CD11b(partial +), CD13(equivocal), CD15(bright +), CD16(-), CD33(bright +), CD34(-), CD36(-), CD38(bright +), CD45(bright +), CD56(+),CD64(bright+), CD117(-), and HLA-DR(+).",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD11b(partial +), CD13(equivocal), CD15(bright +), CD16(-), CD33(bright +), CD34(-), CD36(-), CD38(bright +), CD45(bright +), CD56(+),CD64(bright+), CD117(-), and HLA-DR(+)."
Negative (CD19) | Negative (CD22) | Positive (CD38) | Negative (CD7) | Negative (CD56) | Negative (CD11b) | Positive (CD13) | Negative (CD14) | Negative (CD15) | Negative (CD33) | Positive (CD34) | Negative (CD45) | Negative (CD64) | Negative (CD117) | Negative (MPO) | Positive (HLA-DR),labreports,surface_antigens_immunohistochemical_stains,labreports_surface_antigens_immunohistochemical_stains_Negative (CD19) | Negative (CD22) | Positive (CD38) | Negative (CD7) | Negative (CD56) | Negative (CD11b) | Positive (CD13) | Negative (CD14) | Negative (CD15) | Negative (CD33) | Positive (CD34) | Negative (CD45) | Negative (CD64) | Negative (CD117) | Negative (MPO) | Positive (HLA-DR)
"variable CD7, CD13, dim CD33, partial CD34, CD38,dim CD58, partial and variable CD117 and CD123 positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_variable CD7, CD13, dim CD33, partial CD34, CD38,dim CD58, partial and variable CD117 and CD123 positive"
"CD11b, CD13, CD14, CD15, CD33, CD56, bright CD64 and dim HLA-DR-positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD11b, CD13, CD14, CD15, CD33, CD56, bright CD64 and dim HLA-DR-positive"
"variable CD7, CD13, CD33, partial CD34, CD38, CD58, CD117, CD123 and HLA-DR (Immunophenotypic shift is noted from the prior leukemic blast population.)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_variable CD7, CD13, CD33, partial CD34, CD38, CD58, CD117, CD123 and HLA-DR (Immunophenotypic shift is noted from the prior leukemic blast population.)"
"CD2(-), CD4(-), CD7(-), CD11b(-), CD13(variably +), CD14(-), CD15(-/few dim +), CD16(-),CD33(+), CD34(+), CD36(-), CD38(partial +), CD45(+), CD56(partial +), CD64(-), CD117(variably +), HLA-DR(+and dim/few -), MPO(-), TdT(-).",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2(-), CD4(-), CD7(-), CD11b(-), CD13(variably +), CD14(-), CD15(-/few dim +), CD16(-),CD33(+), CD34(+), CD36(-), CD38(partial +), CD45(+), CD56(partial +), CD64(-), CD117(variably +), HLA-DR(+and dim/few -), MPO(-), TdT(-)."
"CD2(-), CD3(-), CD4(dim +), CD10(-), CD11b(-), CD13(+), CD14(-), CD15(small subset+), CD16(-), CD19(-), CD20(-), CD33(+), CD34(+),CD36(-), CD38(dim+), CD45(dim +), CD56(-), CD64(variably+), CD117(+), HLA-DR(dim +), MPO(partial +), and TdT(-).",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD2(-), CD3(-), CD4(dim +), CD10(-), CD11b(-), CD13(+), CD14(-), CD15(small subset+), CD16(-), CD19(-), CD20(-), CD33(+), CD34(+),CD36(-), CD38(dim+), CD45(dim +), CD56(-), CD64(variably+), CD117(+), HLA-DR(dim +), MPO(partial +), and TdT(-)."
"CD13, CD34, CD38, CD117, and dim HLA-DR +.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD34, CD38, CD117, and dim HLA-DR +."
"dim CD2, CD13, dim CD15, CD33, CD38, CD58, CD64, CD117, CD123, variable HLA-DR and bright MPO positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_dim CD2, CD13, dim CD15, CD33, CD38, CD58, CD64, CD117, CD123, variable HLA-DR and bright MPO positive"
"CD5, CD19, dim CD20, dim CD22, CD23 and light chain negative",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD5, CD19, dim CD20, dim CD22, CD23 and light chain negative"
"Positive (CD38, CD13, CD33, CD34, CD45, CD117, MPO, HLA-DR) | Negative (CD19, CD22, Cyt CD79a, Cyt CD3, CD7, CD56, CD11b, CD14, CD15, CD64, TdT)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive (CD38, CD13, CD33, CD34, CD45, CD117, MPO, HLA-DR) | Negative (CD19, CD22, Cyt CD79a, Cyt CD3, CD7, CD56, CD11b, CD14, CD15, CD64, TdT)"
"dim CD7, CD13, CD33, CD71, CD117, CD123, HLA-DR and MPO",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_dim CD7, CD13, CD33, CD71, CD117, CD123, HLA-DR and MPO"
"partial CD7, CD13, CD33, partial CD34, CD38, CD58, CD71, partial CD117, CD123, and HLA-DR +",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_partial CD7, CD13, CD33, partial CD34, CD38, CD58, CD71, partial CD117, CD123, and HLA-DR +"
"CD7, CD13, CD33, CD34, partial CD56, CD117, HLA-DR,         MPO and dim TdT-positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD7, CD13, CD33, CD34, partial CD56, CD117, HLA-DR,         MPO and dim TdT-positive"
"dim CD13, CD33, CD38, CD58, dim CD64, CD71, dim CD117 and CD123-positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_dim CD13, CD33, CD38, CD58, dim CD64, CD71, dim CD117 and CD123-positive"
"Positive: CD38, CD56, CD13, CD34, CD45, CD117, HLA-DR | Partially positive: CD7, CD11b, CD33, CD64 | Negative: CD19, CD22, Cyt CD79a, Cyt CD3, CD14, CD15, MPO, TdT",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Positive: CD38, CD56, CD13, CD34, CD45, CD117, HLA-DR | Partially positive: CD7, CD11b, CD33, CD64 | Negative: CD19, CD22, Cyt CD79a, Cyt CD3, CD14, CD15, MPO, TdT"
"partial CD7, CD13, CD33, CD38, CD34, CD58, CD117, CD123, HLA-DR positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_partial CD7, CD13, CD33, CD38, CD34, CD58, CD117, CD123, HLA-DR positive"
"CD7, CD13, CD33, CD34, CD38, partial CD56, CD58, dim CD64, CD117, CD123, HLA-DR, and cMPO",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD7, CD13, CD33, CD34, CD38, partial CD56, CD58, dim CD64, CD117, CD123, HLA-DR, and cMPO"
"CD13, CD33, CD38, CD56, CD58, CD117, CD123 and dim MPO positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD38, CD56, CD58, CD117, CD123 and dim MPO positive"
"blasts 55% of all events; they are positive for cd34, hla-dr, cd117, cd13, cd33, and negative for cd11b, cd14, cd64, tdt and mpo",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_blasts 55% of all events; they are positive for cd34, hla-dr, cd117, cd13, cd33, and negative for cd11b, cd14, cd64, tdt and mpo"
"POSITIVE FOR CD34, CD117, HLA-DR, CD13, CD33, CD38, CYCD3 (DIM) AND NEGATIVE FOR TDT AND MPO",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_POSITIVE FOR CD34, CD117, HLA-DR, CD13, CD33, CD38, CYCD3 (DIM) AND NEGATIVE FOR TDT AND MPO"
"CD13, CD33, CD34, dimCD38, CD71, CD117, dimCD123, HLA-DR and dim MPO positive",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD34, dimCD38, CD71, CD117, dimCD123, HLA-DR and dim MPO positive"
"CD117, dimCD4,  heterogeneous CD13, CD33, dimCD64 and MPO positive (Myeloid Blast Population) | heterogeneous CD13, bright CD33, dimCD4, dimCD14, bright CD64 positive (Monocytes/promonocytes Population)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD117, dimCD4,  heterogeneous CD13, CD33, dimCD64 and MPO positive (Myeloid Blast Population) | heterogeneous CD13, bright CD33, dimCD4, dimCD14, bright CD64 positive (Monocytes/promonocytes Population)"
"CD13, CD33, CD58, CD64, CD117, CD123, MPO",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD58, CD64, CD117, CD123, MPO"
"NOT DETECTED for the MLL partial tandem duplication (PTD). NOT DETECTED for the FLT3 Internal Tandem Duplication (ITD)-Signal Ratio (SR). NOT DETECTED for the FLT3 TKD Mutation. Pathogenic alterations are DETECTED in the DNMT3A, NF1 and TP53 genes. (Bone Marrow Immunophenotyping) | positive for CD34, CD117, HLA-DR, CD13, and CD33, negative for monocytic markers CD11b, CD14 and CD64, negative for specific B and T cell markers. (Bone Marrow Immunophenotyping)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_NOT DETECTED for the MLL partial tandem duplication (PTD). NOT DETECTED for the FLT3 Internal Tandem Duplication (ITD)-Signal Ratio (SR). NOT DETECTED for the FLT3 TKD Mutation. Pathogenic alterations are DETECTED in the DNMT3A, NF1 and TP53 genes. (Bone Marrow Immunophenotyping) | positive for CD34, CD117, HLA-DR, CD13, and CD33, negative for monocytic markers CD11b, CD14 and CD64, negative for specific B and T cell markers. (Bone Marrow Immunophenotyping)"
"CD13, CD33, CD34, variable CD38, CD117, CD123, and HLA-DR +.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD34, variable CD38, CD117, CD123, and HLA-DR +."
"CD13, CD33, CD34, CD38, moderate-dim CD45, and CD117+",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_CD13, CD33, CD34, CD38, moderate-dim CD45, and CD117+"
"POSITIVE FOR CD117, HLA-DR, CD13, CD33, CD14 AND MPO AND NEGATIVE FOR CD34, CD11B, CD64, CD10 AND TDT. (Bone Marrow Immunophenotype)",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_POSITIVE FOR CD117, HLA-DR, CD13, CD33, CD14 AND MPO AND NEGATIVE FOR CD34, CD11B, CD64, CD10 AND TDT. (Bone Marrow Immunophenotype)"
"Large pop. of promonocytes/monoblasts representing approx 57% of total leukocytes and increased atypicalCD117 pos, partial CD34 pos myeloblasts (partial CD7 pos) representing approx 6% of leukocytes consistent w/AMLw/monocytic differentiation.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Large pop. of promonocytes/monoblasts representing approx 57% of total leukocytes and increased atypicalCD117 pos, partial CD34 pos myeloblasts (partial CD7 pos) representing approx 6% of leukocytes consistent w/AMLw/monocytic differentiation."
"POSITIVE for the FLT3 Internal Tandem Duplication (ITD)-Signal Ratio (SR) with a signal ratio of 0.045. NOT DETECTED for the FLT3 TKD Mutation. (Bone Marrow Immunophenotyping) | POSITIVE FOR DIM CD45, CD34, HLADR, CD117, CD13, CD38, NEGATIVE FOR CD33. (Bone Marrow Immunophenotyping (Continued))",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_POSITIVE for the FLT3 Internal Tandem Duplication (ITD)-Signal Ratio (SR) with a signal ratio of 0.045. NOT DETECTED for the FLT3 TKD Mutation. (Bone Marrow Immunophenotyping) | POSITIVE FOR DIM CD45, CD34, HLADR, CD117, CD13, CD38, NEGATIVE FOR CD33. (Bone Marrow Immunophenotyping (Continued))"
"Large population of CD117pos, CD34 neg, HLA-DR neg myeloblasts, representing approx 68% of leukocytes, consistent w/ residual/recurrent AML.",labreports,surface_antigens_immunohistochemical_stains,"labreports_surface_antigens_immunohistochemical_stains_Large population of CD117pos, CD34 neg, HLA-DR neg myeloblasts, representing approx 68% of leukocytes, consistent w/ residual/recurrent AML."
